pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,lowFodmap,ketogenic,whole30,readyInMinutes,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg
5.3044,432,0,False,1,False,0,False,0,False,45,0,71.0,35.0,26.56,49.82,23.62,788.12,42.7,21.05,45.55,4.08,181.73,323.26,51.22,15.85,62.9,562.63,7.57,0.79,175.05,0.76,67.38,1732.91,1.04,1.5,0.2,206.47,5.55,3.25,1.5,0.92,1.32,1221.02,0.56,9.36,6.47
2.9228,515,0,False,0,False,0,False,0,False,60,0,58.0,22.0,33.86,27.24,38.9,399.68,12.06,6.47,38.74,13.5,85.61,637.55,33.72,6.43,46.45,515.75,4.81,0.59,300.82,0.29,66.11,1429.23,0.62,1.93,0.79,95.05,1.19,1.32,0.73,1.04,3.81,403.98,1.18,3.19,19.4
11.023,444,0,False,1,False,0,False,0,False,40,0,69.0,39.0,13.74,82.0,4.26,1339.17,124.4,68.25,14.57,2.32,586.83,10287.26,46.89,6.15,55.73,593.81,8.25,0.63,312.34,0.26,101.4,1009.04,1.1,5.82,1.89,117.91,9.07,2.47,1.08,7.87,6.16,9814.25,2.78,68.36,13.4
1.2571,58,0,False,0,False,0,False,0,False,40,0,18.0,2.0,12.77,77.58,9.65,176.55,15.37,9.02,4.3,0.66,48.31,554.62,5.69,0.62,9.8,102.41,0.45,0.04,48.81,0.04,13.68,73.65,0.14,1.0,0.04,12.49,1.47,0.13,0.05,0.69,0.0,483.27,0.65,15.12,2.96
4.9643,309,0,False,0,False,0,False,0,False,45,2,82.0,44.0,24.2,64.79,11.01,696.25,50.61,17.46,19.35,2.45,203.12,371.78,42.53,14.98,69.72,524.96,3.73,1.04,141.3,0.55,104.24,1134.89,0.73,2.19,0.8,129.82,5.58,3.31,1.53,7.97,3.94,1641.97,0.61,59.8,11.32
6.999700000000001,371,0,False,1,False,0,False,0,False,19,0,85.0,53.0,19.99,75.99,4.02,860.29,73.51,36.23,8.75,2.97,198.98,547.92,43.5,15.67,65.31,523.64,2.82,0.59,80.73,0.5,75.55,837.91,0.23,1.56,0.28,113.27,16.14,2.49,1.07,6.1,2.99,6197.24,10.63,121.81,122.69
2.0054,580,1,False,1,False,0,False,0,False,45,0,80.0,52.0,22.71,26.0,51.29,589.52,17.04,8.64,75.65,11.94,41.33,1229.8,33.49,8.73,15.8,538.08,8.16,0.56,92.16,0.97,480.61,1479.25,0.7,5.06,1.36,137.45,0.0,2.18,0.88,1.6,29.71,6572.44,0.21,39.33,52.14
4.8672,385,0,False,1,False,0,False,0,False,2,0,80.0,55.0,33.61,41.21,25.18,438.31,20.03,6.68,27.54,12.53,127.47,369.52,36.76,14.77,99.59,509.65,1.8,0.21,77.86,0.24,79.31,1220.72,0.3,1.79,0.48,80.99,2.94,1.57,1.27,4.96,4.06,10989.86,23.74,86.68,41.35
1.94,304,0,False,0,False,0,False,0,False,2,1,72.0,23.0,17.29,59.31,23.4,694.75,45.75,22.59,40.63,7.13,646.34,877.92,30.01,4.75,70.01,476.08,5.77,0.98,253.73,0.43,148.14,452.91,0.25,3.16,0.95,60.68,1.58,3.26,0.36,2.34,3.31,2271.0,3.96,94.04,7.24
8.707,468,0,False,1,False,0,False,0,False,45,2,79.0,41.0,36.44,53.6,9.96,780.24,45.52,17.8,19.03,11.67,247.31,503.57,69.62,26.96,134.99,737.11,3.58,1.33,78.44,0.89,96.99,1819.17,0.92,2.5,0.32,120.42,10.87,5.84,2.88,0.79,1.85,857.9,0.42,2.66,3.81
6.3466,259,0,False,1,False,0,False,0,False,35,0,46.0,12.0,38.95,55.32,5.73,332.48,20.34,7.2,4.74,1.88,146.75,756.54,32.23,10.5,62.47,259.54,2.32,0.14,44.2,0.06,22.28,791.53,0.12,0.91,0.12,59.08,1.04,1.36,0.73,1.84,0.99,748.01,0.16,41.89,9.32
8.4437,475,0,False,0,False,0,False,0,False,45,0,79.0,55.0,30.52,42.45,27.03,1069.35,49.52,12.95,70.96,2.82,217.61,379.55,80.12,28.39,184.48,866.31,4.19,1.36,71.13,0.87,105.25,1901.37,1.14,3.55,0.94,151.66,10.84,6.1,2.93,2.69,3.41,598.24,0.21,25.66,1.58
6.109500000000001,283,0,False,1,False,0,False,0,False,45,0,72.0,38.0,51.86,39.23,8.91,253.4,11.07,5.93,5.67,1.91,105.92,123.56,32.94,11.34,78.12,432.27,1.18,0.11,46.4,0.15,120.6,969.3,0.09,0.82,0.15,52.34,1.89,0.76,1.02,1.41,2.39,6479.5,8.15,72.53,17.51
5.5913,217,0,False,1,False,0,False,0,False,75,0,38.0,10.0,12.98,75.42,11.6,293.08,24.85,13.4,8.6,2.37,84.98,381.26,9.62,3.92,13.35,203.54,6.95,0.35,78.55,0.22,61.51,518.49,0.48,1.5,0.46,35.41,0.98,0.98,0.4,1.91,3.05,1620.75,2.31,41.9,7.32
4.644,236,0,False,0,False,0,False,0,False,20,66,85.0,24.0,50.61,45.88,3.51,320.06,13.68,3.49,2.36,0.59,101.19,272.07,33.95,13.5,62.53,353.36,1.58,0.66,27.62,0.4,45.85,880.26,0.43,1.18,0.11,55.94,5.42,2.87,1.42,0.0,0.0,189.4,0.0,2.09,0.0
5.2008,436,0,False,0,False,0,False,0,False,20,0,73.0,39.0,25.66,56.75,17.59,436.29,28.34,16.08,19.77,3.02,144.08,1274.4,28.84,3.56,51.11,582.55,4.94,0.45,268.18,0.28,303.98,1216.65,0.27,1.78,1.47,156.46,2.18,0.72,0.51,4.69,4.5,14095.59,5.2,688.22,54.89
7.2572,417,0,False,0,False,0,False,0,False,45,189,97.0,55.0,28.84,46.52,24.64,802.14,40.85,7.19,48.67,3.34,134.08,327.9,56.98,20.2,86.75,631.37,3.12,1.05,114.68,0.64,82.17,1409.74,0.76,2.32,0.55,103.42,7.54,4.75,1.99,3.71,3.43,607.5,0.0,39.7,15.84
3.0158,212,0,False,1,False,0,False,0,False,16,82,78.0,18.0,38.25,54.01,7.74,300.54,18.29,5.48,5.89,0.96,113.71,1298.93,29.15,3.77,22.36,384.02,2.27,0.19,54.08,0.39,23.11,770.84,0.12,1.16,0.24,52.86,3.81,1.45,0.34,2.82,2.44,2362.71,21.37,14.36,11.33
0.8745,120,0,False,1,False,0,False,0,False,78,4,29.0,3.0,19.95,23.68,56.37,87.75,2.02,0.77,10.8,5.83,10.34,207.98,3.82,1.4,5.78,52.04,0.88,0.09,42.1,0.09,38.31,236.66,0.1,0.2,0.21,20.16,0.45,0.42,0.23,0.41,1.79,703.65,0.0,17.72,27.77
6.7312,368,0,False,1,False,0,False,0,False,35,0,72.0,37.0,35.91,55.25,8.84,446.02,26.3,9.25,9.47,1.8,123.65,300.36,38.46,19.43,65.36,493.91,3.11,1.06,34.17,0.53,88.41,1365.45,0.73,2.05,0.2,72.62,5.46,4.34,1.55,0.94,2.89,496.4,1.0,3.54,1.53
5.5999,276,0,False,1,False,0,False,0,False,45,0,68.0,31.0,29.83,66.61,3.56,613.94,45.21,21.69,5.43,3.38,206.08,202.51,45.55,17.94,83.26,466.89,2.12,0.88,47.58,0.52,61.52,1158.94,0.6,1.53,0.26,70.52,7.28,3.86,1.87,0.95,0.71,1195.49,0.57,5.24,2.64
3.7412,326,0,False,1,False,0,False,0,False,30,31,82.0,24.0,40.83,53.73,5.44,333.06,20.11,8.53,4.58,2.38,103.51,105.92,34.39,7.87,67.11,454.17,1.54,0.58,41.98,0.23,37.77,1105.77,0.43,1.43,0.1,67.32,1.63,2.0,0.55,2.46,1.33,737.35,1.97,66.89,10.67
8.099400000000001,370,0,False,1,False,0,False,0,False,45,0,79.0,54.0,47.02,41.42,11.56,380.67,16.29,6.06,10.23,5.55,79.69,737.56,41.6,15.52,63.16,485.82,3.21,0.48,56.37,0.47,33.2,781.5,0.29,1.38,0.32,108.77,16.05,2.02,0.93,2.91,1.58,4997.61,9.8,86.9,34.93
0.5775,27,0,False,1,False,0,True,0,False,32,149,21.0,1.0,43.06,53.62,3.32,46.33,2.75,0.71,0.38,0.05,14.0,74.04,4.96,1.85,8.43,63.24,0.31,0.09,0.0,0.05,6.7,125.76,0.08,0.26,0.07,14.94,0.72,0.39,0.19,0.0,0.0,0.0,0.0,0.0,0.0
4.4428,244,0,False,1,False,0,False,0,False,45,0,63.0,25.0,34.01,49.99,16.0,417.92,22.77,8.9,16.4,10.68,123.65,254.98,34.85,13.48,67.7,370.45,1.84,0.67,41.22,0.45,49.59,917.29,0.47,1.26,0.16,60.61,5.43,2.92,1.44,0.41,1.03,428.95,0.21,1.33,2.79
0.5929,97,0,False,1,False,0,False,0,False,18,30,6.0,0.0,5.37,61.44,33.19,128.65,7.91,4.85,9.62,6.6,22.86,848.72,1.56,0.72,2.45,25.89,0.0,0.04,14.79,0.02,8.5,77.35,0.03,0.0,0.03,7.46,0.19,0.15,0.09,0.22,0.31,235.64,0.0,0.0,1.36
5.145700000000001,503,0,False,1,False,0,False,0,False,45,0,71.0,36.0,30.04,50.18,19.78,515.01,28.75,6.67,25.51,3.67,88.19,868.05,38.73,5.93,60.47,501.71,3.04,0.24,103.25,0.2,56.27,1140.43,0.31,2.01,1.06,97.03,1.62,1.14,1.1,3.41,7.98,6226.59,1.75,48.9,22.83
0.867,125,0,False,1,False,0,False,0,False,45,0,38.0,7.0,10.81,34.76,54.43,441.13,17.28,8.37,60.91,1.65,42.84,1860.43,12.1,2.75,7.89,240.24,3.35,0.14,27.15,0.3,31.66,436.99,0.25,2.76,0.77,99.16,0.5,0.76,0.57,1.66,9.1,2097.49,2.87,6.42,0.0
4.1126,386,0,False,1,False,0,False,0,False,10,0,43.0,11.0,9.67,66.44,23.89,555.62,42.99,16.18,34.78,13.15,67.52,601.07,14.08,6.82,22.15,287.62,1.62,0.33,35.88,0.46,88.34,978.37,0.37,1.98,0.49,76.63,0.34,1.99,0.48,2.35,4.77,1665.24,0.47,17.15,27.8
2.9612,443,0,False,1,False,0,False,0,False,45,0,67.0,28.0,35.25,42.71,22.04,601.25,28.5,16.79,33.08,5.4,199.35,6093.0,52.92,8.03,116.56,876.35,3.63,0.32,195.49,0.39,68.44,1983.39,0.4,2.03,0.41,150.67,7.81,2.02,1.03,2.99,4.28,1299.51,3.51,51.99,25.75
3.2613,668,0,False,0,True,0,False,0,False,60,0,91.0,100.0,30.51,15.71,53.78,680.71,11.94,2.36,91.92,9.34,151.95,249.43,52.16,8.67,73.65,838.5,3.75,0.22,193.22,0.65,102.65,1550.63,0.52,4.49,4.16,221.22,5.22,2.3,1.13,2.34,8.49,2753.75,3.18,52.61,68.1
0.2743,15,0,False,0,False,0,False,0,False,35,2,9.0,1.0,31.46,44.39,24.15,25.64,1.36,0.71,1.66,0.23,7.05,41.67,2.16,0.45,3.71,27.86,0.5,0.04,0.0,0.02,0.0,88.97,0.0,0.0,0.04,7.01,0.09,0.0,0.07,0.68,0.72,1020.67,0.0,1.71,0.0
8.1188,1464,0,False,1,False,0,False,0,False,45,7,94.0,75.0,15.75,35.85,48.4,1551.78,62.16,16.34,188.78,42.57,156.83,2830.81,61.41,12.38,56.51,1096.95,8.21,1.1,459.29,1.11,201.84,2821.94,1.02,6.87,2.4,259.11,4.92,4.63,1.81,5.91,15.31,3214.87,24.49,99.53,121.93
0.4331,26,0,False,1,False,0,False,0,False,16,40,11.0,0.0,42.7,56.26,1.04,42.64,2.7,1.59,0.11,0.01,17.44,91.67,4.6,0.89,9.57,39.8,0.0,0.0,0.0,0.0,5.68,71.18,0.0,0.0,0.0,6.47,0.36,0.12,0.04,0.17,0.0,71.9,0.75,0.0,0.0
4.7437000000000005,588,0,False,1,False,0,False,0,False,30,1,77.0,39.0,26.79,41.58,31.63,528.1,24.78,14.9,42.42,10.51,165.3,454.13,35.93,7.58,48.27,565.06,7.01,0.34,244.83,0.2,148.71,1430.17,0.71,1.52,1.57,116.6,3.43,1.63,1.16,2.73,6.75,3324.07,1.91,90.25,35.22
4.3866000000000005,280,0,False,1,True,0,True,0,False,7,0,71.0,26.0,36.08,24.13,39.79,378.34,7.48,1.18,27.76,0.06,62.37,52.63,25.17,9.29,48.51,270.32,1.5,0.45,32.93,0.28,33.34,632.9,0.36,1.21,0.53,49.92,3.61,2.21,1.01,0.0,0.61,55.45,0.0,0.0,3.16
1.0893000000000002,151,0,False,1,False,0,False,0,False,935,0,9.0,1.0,2.8,39.52,57.68,280.37,11.45,1.96,37.61,33.78,7.65,19111.03,1.83,0.0,3.31,33.56,0.88,0.03,40.36,0.0,0.0,100.24,0.08,0.23,0.56,13.29,0.96,0.0,0.06,1.8,1.06,224.07,0.0,34.46,3.98
4.4766,283,0,False,1,False,0,False,0,False,35,1,72.0,30.0,33.74,53.16,13.1,423.28,24.22,4.97,13.43,9.74,101.19,87.43,34.59,13.43,62.4,365.07,1.84,0.66,45.5,0.41,53.08,962.35,0.46,1.22,0.15,60.0,5.42,2.9,1.46,1.6,0.94,157.85,0.0,6.79,4.07
4.677099999999999,419,0,False,1,False,0,False,0,False,271,0,81.0,73.0,21.43,67.83,10.74,587.77,45.71,10.43,16.29,6.09,91.9,738.07,32.5,10.7,46.06,461.55,5.27,0.71,188.06,0.47,116.77,1511.59,1.08,2.6,1.78,228.87,3.68,2.65,1.52,5.45,6.37,13132.84,0.2,1435.21,148.58
7.7249,591,1,False,1,False,0,False,0,False,29,0,64.0,27.0,1.49,85.06,13.45,1410.64,137.98,26.64,49.09,5.21,30.53,251.24,5.42,2.7,3.16,186.39,4.11,0.19,262.96,0.14,116.61,1538.45,0.35,1.14,1.66,82.08,0.0,1.09,0.29,20.67,15.7,1052.75,0.21,88.35,135.58
11.92,878,0,False,1,False,0,False,0,False,45,2,74.0,38.0,26.93,53.13,19.94,732.1,38.81,8.69,32.78,11.98,75.35,475.52,44.26,13.87,102.9,746.81,4.28,1.05,148.37,0.32,101.12,2295.41,0.84,2.65,1.11,121.62,2.12,3.3,1.1,4.19,7.27,537.87,0.45,27.9,24.68
1.4069999999999998,135,0,False,0,False,0,False,0,False,35,0,33.0,6.0,18.32,55.46,26.22,241.77,15.2,8.7,16.17,5.38,44.36,750.74,11.3,2.08,11.25,230.99,2.07,0.44,338.48,0.23,38.3,277.11,0.18,1.72,0.3,33.29,0.79,0.67,0.3,1.37,2.07,642.48,0.23,14.9,8.93
9.449,767,0,False,1,False,0,False,0,False,63,129,99.0,100.0,27.93,44.77,27.3,721.56,32.23,7.13,44.2,4.36,108.6,348.7,45.23,18.1,66.03,593.36,9.2,1.12,272.5,0.69,415.24,2819.89,0.92,2.94,2.3,252.83,5.51,3.55,2.42,5.88,8.27,16346.55,0.0,834.97,84.11
1.6276,147,0,False,1,False,0,False,0,False,45,1,25.0,3.0,25.0,70.26,4.74,280.7,21.96,13.36,3.33,1.88,120.0,767.15,17.59,3.08,27.67,209.64,1.01,0.14,102.31,0.06,13.8,335.98,0.04,0.56,0.04,40.76,1.19,0.36,0.27,0.93,0.0,918.62,1.31,11.3,1.12
0.6325999999999999,38,0,False,1,False,0,True,0,False,14,1,11.0,1.0,42.16,55.72,2.12,60.4,3.61,2.13,0.31,0.05,23.25,43.03,6.14,1.2,12.7,53.6,0.29,0.02,0.0,0.0,7.87,97.68,0.03,0.0,0.04,9.37,0.48,0.15,0.06,0.21,0.0,103.11,0.99,3.07,0.0
2.7305,250,0,False,1,False,0,False,0,False,45,0,75.0,40.0,39.29,26.27,34.44,393.03,11.38,3.05,33.58,2.81,68.48,374.36,38.31,4.28,51.36,521.25,4.52,0.21,67.55,0.55,253.29,1131.9,0.32,3.06,0.75,110.33,1.3,1.32,0.68,2.27,15.49,438.17,1.33,60.59,12.73
5.319299999999999,586,0,False,1,False,0,False,0,False,47,0,76.0,45.0,34.46,46.76,18.78,687.42,36.08,15.06,32.61,2.67,176.94,798.3,59.83,13.53,107.89,588.64,9.13,0.34,146.84,0.33,110.35,1834.32,1.17,2.39,1.53,127.78,4.01,2.3,1.11,1.48,6.61,400.66,7.82,30.65,38.78
6.0368,276,0,False,1,False,0,False,0,False,15,0,68.0,30.0,40.4,51.72,7.88,371.24,20.99,10.42,7.2,1.69,151.3,362.34,36.9,11.58,23.13,523.28,3.43,0.34,150.81,0.23,28.63,1185.91,0.41,2.39,0.54,66.46,7.67,2.32,0.77,0.33,2.71,626.67,3.21,17.45,6.55
5.3762,267,0,False,1,False,0,False,0,False,20,248,89.0,25.0,31.93,63.4,4.67,519.51,35.94,17.04,5.95,0.92,168.35,3981.56,40.73,14.24,66.46,480.1,2.91,0.85,211.56,0.42,59.94,1073.6,0.49,2.1,0.28,72.27,5.78,3.46,1.58,2.45,2.39,3401.5,0.44,15.02,1.67
4.7587,405,0,False,0,False,0,False,0,False,30,83,96.0,55.0,29.68,32.72,37.6,524.66,18.9,4.26,48.89,20.36,101.08,689.04,38.58,15.91,69.26,430.5,3.34,0.83,46.78,0.62,138.9,1174.42,0.58,2.06,0.4,90.11,5.42,3.4,1.8,2.44,4.87,3482.26,0.0,8.76,123.51
0.9203,122,0,False,0,False,0,False,0,False,20,986,73.0,11.0,43.42,50.79,5.79,168.56,9.63,1.85,2.47,0.44,72.88,474.63,18.52,8.89,65.28,150.5,1.93,0.14,32.26,0.06,17.02,197.27,0.07,0.82,0.08,25.66,2.27,0.35,0.3,1.46,0.39,351.33,1.25,39.03,5.61
1.3082,190,0,False,1,False,0,False,0,False,21,0,50.0,14.0,6.36,65.23,28.41,266.54,19.35,5.21,18.96,1.23,13.93,127.96,4.25,1.6,1.09,69.66,5.25,0.07,65.6,0.05,48.07,653.24,0.57,0.67,0.83,40.84,0.0,0.49,0.37,2.29,4.06,1360.74,0.0,243.24,34.31
6.1158,323,0,False,1,False,0,False,0,False,50,0,80.0,39.0,36.81,58.13,5.06,482.71,30.72,9.18,6.02,1.46,138.18,792.18,43.77,18.73,80.22,501.84,2.12,0.89,37.71,0.54,61.92,1200.81,0.6,2.29,0.2,73.75,6.24,4.23,1.83,0.29,1.63,489.2,0.44,44.89,4.62
1.2237,168,1,True,1,True,0,False,0,False,10,0,76.0,39.0,9.74,6.94,83.32,251.73,2.06,0.32,55.61,3.8,0.0,1028.23,6.5,4.15,17.07,112.09,4.91,0.1,43.08,0.45,161.01,305.87,0.17,1.18,0.63,30.48,0.0,0.66,0.24,1.57,5.0,2783.07,0.0,90.15,25.57
5.9133,235,0,False,1,False,0,False,0,True,45,0,72.0,38.0,59.38,17.99,22.63,230.76,4.54,1.13,12.86,2.28,125.37,373.73,33.74,11.13,64.48,293.71,2.22,0.18,72.5,0.17,17.26,910.53,0.1,1.02,0.09,63.9,1.09,1.64,0.81,0.16,1.31,458.52,0.0,1.24,19.43
3.9663,240,0,False,0,False,0,False,0,False,92,56,67.0,15.0,24.87,48.79,26.34,419.95,21.28,4.45,25.84,0.47,148.26,1822.64,24.4,5.92,18.23,289.2,2.46,0.21,41.56,0.42,75.71,389.34,0.09,2.15,0.41,35.75,3.41,0.45,0.13,5.75,1.23,4267.57,26.46,9.64,2.38
4.0372,138,0,False,1,False,0,False,0,False,25,272,64.0,10.0,44.28,54.47,1.25,215.8,12.82,5.62,0.66,0.3,77.27,334.62,23.45,7.42,53.32,314.93,0.28,0.06,85.95,0.06,16.71,511.89,0.03,0.61,0.0,29.7,1.34,0.44,0.63,1.06,0.0,328.15,5.48,13.82,1.88
3.9042,237,0,False,0,False,0,False,0,False,60,0,54.0,20.0,39.01,51.17,9.82,330.4,18.43,6.69,7.96,1.7,171.89,619.94,31.62,11.51,58.75,341.54,2.09,0.67,55.68,0.36,57.18,818.03,0.4,1.29,0.18,52.06,4.71,2.74,1.26,0.46,0.55,527.89,0.52,0.0,3.73
6.6526,631,0,False,1,False,0,False,0,False,35,0,79.0,55.0,26.68,49.57,23.75,739.95,41.12,10.99,44.34,24.43,156.64,608.29,49.8,20.43,86.15,598.81,4.15,1.01,167.38,0.58,129.84,2252.09,0.78,2.09,0.56,115.43,7.24,4.39,2.03,4.56,7.7,1304.23,0.21,63.0,34.9
5.733,714,0,False,1,False,0,False,0,False,55,5,88.0,62.0,24.99,45.73,29.28,671.79,35.03,16.49,50.45,17.05,154.59,1606.48,43.08,18.68,69.61,575.42,6.03,1.08,187.48,0.76,213.38,2174.8,0.95,2.45,1.27,177.67,5.48,4.68,2.15,3.67,8.57,17403.97,0.52,52.05,64.56
1.3585,139,0,False,1,False,0,False,0,False,95,0,25.0,4.0,9.82,66.21,23.97,258.37,18.58,4.05,15.13,1.91,19.32,216.32,6.2,2.31,9.84,80.09,0.99,0.11,30.59,0.08,23.76,238.63,0.12,0.4,0.25,19.29,0.7,0.56,0.27,2.25,1.24,486.66,0.0,46.4,15.34
10.1123,875,0,False,1,False,0,False,0,False,35,0,76.0,52.0,24.62,60.36,15.02,980.06,55.96,23.25,31.33,16.12,205.72,340.88,51.36,20.82,84.52,670.34,4.39,1.22,114.57,0.76,180.51,2258.05,0.78,3.03,0.97,164.92,7.28,5.06,2.69,3.72,5.79,4054.42,0.56,31.19,142.67
6.1489,156,0,False,1,False,0,True,0,False,30,0,70.0,34.0,21.54,76.94,1.52,450.36,38.74,20.8,1.72,0.24,147.11,452.42,24.4,5.32,16.21,300.18,2.55,0.41,71.63,0.41,18.46,468.75,0.25,0.92,1.09,33.22,8.9,2.28,0.27,1.6,0.85,1736.02,4.99,7.42,1.06
6.1635,366,0,False,0,False,0,False,0,False,3,21,91.0,43.0,32.25,50.59,17.16,667.52,37.29,14.44,28.46,4.44,252.37,1671.37,53.48,20.62,96.92,591.99,4.42,1.12,107.88,0.85,122.48,1382.05,0.71,2.46,0.41,101.83,7.54,4.62,2.01,1.41,2.69,1856.45,0.76,98.86,10.86
12.003,1154,0,False,0,False,0,False,0,False,33,1,84.0,73.0,17.07,32.08,50.85,1031.66,35.27,7.78,125.81,25.71,78.14,2381.81,42.22,15.07,93.04,826.63,10.17,0.61,260.8,0.57,395.98,2225.42,1.18,5.98,6.17,349.11,1.27,1.15,1.49,7.67,23.22,17340.5,5.49,842.43,82.6
3.4871,305,0,False,0,False,0,False,0,False,45,0,41.0,9.0,9.83,69.22,20.95,491.99,39.54,16.67,26.93,9.49,70.98,871.64,12.63,3.73,21.46,169.68,2.11,0.17,99.1,0.13,40.44,536.59,0.23,0.6,0.36,39.15,1.69,0.91,0.27,3.58,5.48,939.84,8.9,22.91,48.1
3.8041,260,0,False,0,False,0,False,0,False,25,0,42.0,10.0,38.79,41.93,19.28,360.09,16.45,9.57,17.02,3.63,131.13,1894.2,34.25,7.13,52.38,504.65,1.42,0.28,186.76,0.25,45.39,596.18,0.1,1.2,0.22,52.18,3.49,1.01,0.53,1.16,0.93,576.75,1.69,3.81,0.0
5.2577,180,0,False,1,False,0,False,0,False,25,177,71.0,13.0,48.17,36.26,15.57,242.23,9.62,5.24,9.3,7.98,94.15,395.59,28.75,10.04,69.47,368.57,0.47,0.06,25.66,0.08,20.34,696.67,0.06,0.6,0.12,38.65,1.68,0.58,0.87,1.15,0.0,336.85,7.25,1.23,2.56
10.5011,753,0,False,1,False,0,False,0,False,10,14,95.0,55.0,56.25,31.82,11.93,713.3,26.47,9.45,22.34,5.51,276.5,536.52,105.3,20.19,215.0,913.85,4.38,0.38,123.84,0.31,148.12,1873.11,0.48,1.9,0.37,157.33,8.07,2.95,1.08,3.89,6.3,367.92,15.96,13.36,118.41
3.2722,292,0,False,0,False,0,False,0,False,95,0,47.0,15.0,22.08,53.03,24.89,581.72,33.73,10.73,35.61,1.99,198.45,1257.87,31.59,4.76,73.41,480.02,3.12,0.28,114.94,0.37,92.2,385.96,0.46,3.2,0.56,60.67,4.17,0.59,0.23,1.69,1.82,386.96,3.52,23.22,5.78
4.5449,229,0,False,1,False,0,False,0,False,161,0,52.0,18.0,25.8,69.21,4.99,451.15,34.23,19.8,5.55,3.24,108.46,310.39,28.7,11.38,52.07,298.67,1.31,0.56,29.06,0.36,48.3,803.02,0.38,0.98,0.06,47.76,4.53,2.47,1.22,0.94,0.3,540.72,0.21,5.37,29.82
6.1804,349,0,False,1,False,0,False,0,False,45,4,82.0,39.0,41.61,47.65,10.74,364.9,18.31,3.85,9.28,3.3,101.19,315.21,35.98,14.38,64.35,407.69,3.16,0.7,76.44,0.44,58.72,1204.54,0.58,1.57,0.35,80.97,5.43,3.01,1.53,1.4,3.03,795.69,0.0,6.91,28.68
11.7313,542,0,False,0,False,0,False,0,False,45,86,95.0,59.0,49.97,48.32,1.71,844.66,44.04,12.31,3.51,0.21,312.65,336.77,102.48,40.33,188.43,1039.67,4.26,1.96,80.69,1.17,131.21,2551.09,1.3,3.37,0.23,152.03,16.29,8.57,4.26,0.37,0.29,566.55,0.3,3.69,4.31
4.4326,787,0,False,0,False,0,False,0,False,30,0,84.0,67.0,27.37,37.29,35.34,498.23,21.02,8.97,44.81,17.38,97.14,977.91,34.71,12.46,53.23,530.04,3.66,0.99,278.08,0.6,200.05,1794.17,0.57,2.47,0.8,110.94,4.24,4.01,1.67,2.84,8.66,10891.14,1.74,160.42,250.99
7.786799999999999,582,0,False,1,False,0,False,0,False,57,72,94.0,53.0,39.97,50.31,9.72,597.16,32.83,7.9,14.27,7.14,194.86,956.62,58.69,23.56,163.47,801.12,2.17,0.22,66.23,0.31,52.6,1836.85,0.3,2.4,0.46,117.02,4.83,1.29,1.78,8.46,4.02,2283.37,39.46,37.3,33.74
2.5969,255,0,False,0,False,0,False,0,False,40,0,54.0,17.0,52.31,41.84,5.85,338.93,15.36,8.71,4.83,0.77,140.13,442.3,43.2,2.17,83.04,417.58,2.13,0.1,139.72,0.19,50.67,988.57,0.4,2.78,0.12,74.38,2.65,1.78,0.61,1.26,0.54,867.77,0.24,14.42,17.76
2.2223,222,0,False,1,False,0,False,0,False,60,0,32.0,7.0,43.33,42.13,14.54,193.0,8.95,4.93,6.94,1.29,138.66,1296.93,20.7,2.22,35.07,271.73,1.73,0.13,157.23,0.06,32.8,304.46,0.53,3.08,0.43,37.85,1.63,0.72,0.14,1.15,0.95,305.36,0.74,17.25,5.74
3.5649,177,0,False,0,False,0,False,0,False,31,0,51.0,15.0,29.21,68.23,2.56,287.11,21.52,7.35,1.81,0.46,121.55,852.27,20.73,1.64,43.79,369.69,0.71,0.09,49.95,0.06,26.66,276.85,0.3,2.18,0.09,37.84,3.9,0.46,0.18,1.58,0.25,427.94,3.51,28.8,3.66
7.272,496,0,False,0,False,0,False,0,False,80,0,56.0,22.0,27.63,42.25,30.12,573.24,27.1,12.22,43.48,23.79,169.61,850.54,39.88,14.91,71.41,360.52,3.93,0.39,93.6,0.44,64.25,1142.93,0.37,1.58,0.87,92.57,1.12,1.66,1.0,0.94,3.6,1325.43,0.28,7.32,60.53
3.4267000000000003,192,0,False,0,False,0,False,0,False,30,4,46.0,9.0,37.53,40.53,21.94,225.22,10.07,3.16,12.26,2.4,78.72,267.46,20.99,2.46,80.66,166.68,1.83,0.16,56.81,0.15,57.5,292.67,0.12,0.51,0.17,28.09,0.57,0.27,0.11,2.29,0.51,342.2,0.45,26.22,10.85
